,0,1,2,3,4,5,6,7,8,9,10,11,12
5511,AL020994.1,ZC3H7B,OR4X2,GRHL1,AC117382.2,CDC45,AC233728.1,ACTR1B,ATG10,CHEK2,SLC5A12,PDK1,AL603756.1
5512,LINC02554,MIR29B2CHG,OR4B1,PRX,LINC00881,MCM3AP,NKX1-2,GGCT,NCBP1,GALK2,MUC15,PARVB,USP21
5513,AL662844.3,HCFC2,PTPRJ-AS1,ASCC1,TMEM139,CEP162,AC079226.1,RPS20,SLC46A3,LARP1B,ANO3,MRPL48,APTR
5514,AL008638.4,RNPC3,AC022796.1,AC009309.1,PABPC3,FIS1,TCERG1L-AS1,ARL16,DUSP10,FLCN,AC021698.1,C3orf58,BRD3OS
5515,AL008638.5,TESK2,LINC01493,SMARCC2,TRAV38-2DV8,VIRMA,LINC01164,JAGN1,SRPK1,AP000547.3,AC099687.1,GATD1,FAM173B
5516,AL008638.3,SLC35A3,LRRC4C,EXOSC6,AP000640.1,TMSB4Y,AC009987.1,CCDC86,NEGR1,PIGB,AC013799.1,EBAG9,PHF12
5517,AP001922.1,FCHO1,AC090138.1,TMEM87B,CR786580.1,ETV5,AC002384.1,LAMB2,UBE3C,NTNG2,AC090592.1,STX18,USP31
5518,AL031430.1,FBXW9,AC021006.2,LETM2,AC138627.1,FAM161B,CPXM2,MYSM1,SEC24A,MRPS11,LUZP2,PLD2,ZNF521
5519,AL645929.2,EME2,LINC01499,SPCS1,AC091891.2,FUT8,AC079766.1,RDX,AP4E1,METTL2A,AC015771.1,LMF1,FAM72D
5520,HCG9,ZNF496,AC023442.3,RBM38,STRIP2,CEP89,SMO,KCTD5,PPM1A,BBS7,AC100768.1,CCNT1,DDR1-DT
5521,AC117945.1,C19orf24,AC023442.2,AC092301.1,AC027796.3,CLPTM1L,AC106895.2,IFT74,CSNK1G1,C12orf43,AC100768.2,TRMT10C,TAS2R13
5522,AP000785.2,THTPA,AC079917.1,POLG2,GAS5-AS1,MRFAP1,AC003087.1,DDX56,ARMH3,NBAS,CT55,FAM104A,AP000866.5
5523,AP000785.1,NDRG3,AC090458.1,GCNT4,ADGRV1,ERO1B,AC097467.3,MCM3AP,RPP40,CCDC9B,CCDC179,LAGE3,AL672277.1
5524,AP002340.1,BAK1,AC087276.2,NRF1,LINC01715,CHI3L2,NPY,AP3S2,TMEM214,TAF1B,ETDA,ZNF281,CTRC
5525,CRYBA4,ALDH4A1,AC087276.3,SLC25A25-AS1,AC008731.1,FAAP20,AC108037.1,FBXO34,CCDC71L,ATG4B,ETDC,SNX30,AC016738.1
5526,AP003031.1,FARP2,APLNR,RWDD2B,HEY2,CCDC15,AC233309.1,SLC8B1,ANKLE2,ANKMY2,AC107884.2,FBXO34,LINC02166
5527,TRIM31-AS1,ZFX,RAG2,TPM4,AC141586.3,MESD,AC004485.1,TRIT1,PRPS2,NOP14,SYT9,GMFB,MTCL1
5528,MOGAT2,RNF2,AP003108.1,AC010864.1,LINC00330,ADCK2,AC136489.1,ICMT,OPRL1,PGAM5,TEX13D,AMMECR1,SPINK9
5529,CHRDL2,GRK6,KCNA4,AC104596.1,AC009501.1,CATSPERG,AL157931.1,UBAP2,ISOC1,LONP1,DLGAP2-AS1,TMEM62,SCUBE3
5530,MAP6,FZD5,MS4A8,AC009570.1,AC073655.2,TCP11L1,LINC01204,GID4,RBM4,GFER,AC068580.2,TRAPPC6B,AP002907.1
5531,AC117945.2,STAM,MS4A13,AC004771.4,AC053513.1,WIZ,AL157931.2,PIP4P1,MANBAL,SLC35A3,AF067845.5,FAM160A2,AL606760.1
5532,TRIM10,GRK5,MS4A12,RPS6KL1,TEAD2,SORL1,LINC00352,CRISPLD2,AP001056.2,USP27X-AS1,KRTAP5-6,CCDC14,NOXO1
5533,AP001972.2,ANKRD35,AC090124.1,RAMP2-AS1,HES2,TMEM186,AC104407.1,RNF123,NOXA1,ARV1,AP006285.1,CRTAM,SLC23A1
5534,TRIM15,PSEN2,MS4A5,MTMR8,AC061992.1,WDR92,NPY2R,DDX50,TACO1,CWC22,FAM99B,TMEM109,SNORC
5535,AP001972.1,FAM193A,AC090124.2,PRMT1,AC009414.2,POLA2,AC097467.1,TBC1D20,CASP8,ELMOD3,FAM99A,DGLUCY,LRIT3
5536,SLCO2B1,COG7,AC110058.1,FKBP4,CYP2J2,C11orf96,LINC00362,SLC35D2,ATP23,PRR5,AP006285.2,SYNJ2,ZNF788P
5537,AP001972.4,TNFSF8,MS4A6E,RRS1-AS1,NALT1,DPY19L3,SGCG,ENDOV,ASMTL,CRADD,KRTAP5-5,CYB5B,AL139220.2
5538,OR2AT4,FBXL19,LINC02546,AC015727.1,AF106564.1,C9orf64,AC234772.2,TMEM19,FAM215B,ZNF169,KRTAP5-4,ATG101,AC024243.1
5539,TRIM39-RPP21,BCAS3,AC107973.1,AC106795.2,LINC02551,TARS,AC002463.1,FAM210A,MTX2,AC144652.1,KRTAP5-3,YDJC,SOX6
5540,AL020994.2,CARHSP1,LINC01616,TRABD,LINC02021,MRPS28,AC079760.2,ATRN,PICK1,C2CD3,AF067845.4,TRPM2,AC010501.1
5541,AP003065.1,DPY19L1,AC124657.1,ZNF280C,COL8A1,KPNA3,DUSP21,TM6SF1,DCTN4,XPO5,KRTAP5-1,RCN1,MZT2A
5542,Z99916.1,LMBR1,MS4A15,ELK4,CDC25C,LANCL1,NDP-AS1,DHX37,B3GALNT2,ST6GAL1,AC019257.8,RSAD1,DMXL2
5543,LINC01537,CLCN1,FSHB,PHF3,DCST1-AS1,YAF2,AC009567.1,ADSS,DPCD,TP53RK,AC009435.1,NHLRC3,MORC2-AS1
5544,SHANK2-AS2,USP42,OOSP2,CSTF2,AC016245.1,ZXDB,LINC00424,SPOUT1,SAR1A,ABHD18,AC061979.1,AGAP3,PPME1
5545,SHANK2-AS1,GORASP2,AP000790.2,TRGV2,AC006946.2,ANKRD35,AC092111.3,BX284668.5,CTU1,RHNO1,AC245519.1,HACD2,NFYA
5546,SHANK2,FASTK,AP000790.4,AC007388.1,FAM167B,ZNF772,AC079298.3,JMJD8,RHBDD2,ERCC4,MUC5AC,PSMG1,KCNQ1OT1
5547,LY6G6D,SLC25A43,AP000790.3,AL512625.2,STKLD1,DIABLO,PINCR,METTL21A,GSPT2,CARNMT1,MUC2,ERLEC1,ARHGAP22
5548,MSH5-SAPCD1,FRS3,AP002347.1,AL021707.3,AC053503.5,RPS6KB1,AC079298.1,NEPRO,FAM220A,HARS2,AC139749.1,POLR2C,SARNP
5549,AP002336.3,SNX12,TCN1,AC012313.8,IMPG2,DNAJC19,AC006511.4,C15orf40,E4F1,ATXN1,AC245519.2,BISPR,YIPF1
5550,AP002336.2,IL27,GIF,DNAJC25-GNG10,AP001318.2,MANBAL,AC079298.2,DHX40,TESC,SLC52A2,AC245187.2,EIF4E,TRNT1
5551,SAPCD1,CASTOR2,AL353699.1,LINC02210-CRHR1,GREM2,GPN3,SLC2A14,RBFA,RIN2,SIRPB2,AC245187.1,CNNM3,FBXO22
5552,AP000879.1,IFIT5,AL136088.1,ITPR1-DT,AL138885.3,RIC8B,MAOB,ELP5,MYO15B,SDSL,AC245123.1,ARRDC4,LINC00921
5553,ANO1-AS1,TEX2,OR10V1,AC104389.4,AC092368.3,FAM227B,NANOGNB,ATP1B1,ZNF431,ZBTB24,CSMD1,ZMYM4,RPTOR
5554,ANO1,HDX,MS4A18,SPRY3,F2RL2,SLC35A4,NDP,NMNAT1,ABCC1,FAM122B,AC004944.1,LDB1,HAUS1
5555,LINC02584,WRAP73,MS4A10,AP001453.1,CNTD2,FAM192A,DPPA3,REPS1,MVB12B,YRDC,AC084768.1,ELF4,DCLK2
5556,AP003555.1,TP53,AC009656.1,AL354696.2,RHAG,CDPF1,GDF3,HEATR6,TLR7,NOD2,SYT8,ADNP,ADGRB3
5557,AP003555.2,SLC30A5,PGA3,TMEM272,AC024267.4,DUSP8,APOBEC1,LYRM4,MTURN,RECQL5,AF067845.1,OTULINL,CCDC3
5558,AP003555.3,SRC,AC100768.1,BX539320.1,AC245884.8,LINC00672,FGB,MLH1,HSPBP1,GPANK1,AF067845.2,EEPD1,AC006946.2
5559,AP007216.2,ISY1,AC015771.1,NDUFA4L2,BORCS8-MEF2B,TIGD5,FGA,NOL9,TOMM34,PTGS2,AC110288.1,RAB11A,AC110615.1
5560,AP007216.1,TBP,LUZP2,HEATR9,CCDC3,VMAC,ACSM4,ZDHHC6,UBTF,AP004609.3,CARS-AS1,ZNF280D,AL390955.2
5561,FGF3,ZNRF2,AC090592.1,DNAH10OS,ITCH-AS1,NUDT18,FGG,HAUS2,ERC1,SLC25A44,SMIM9,OCIAD2,HES2
5562,FGF4,PEX26,AC013799.1,NRSN2,DNAI2,PPP3R1,LINC02360,WRNIP1,WDR83,NOP56,H2AFB2,MED23,FAM227A
5563,FGF19,PNMA5,AC099687.1,ABCG8,SAG,COG5,AC005699.1,SDR39U1,PPP6R2,GRAMD1B,F8A2,AL080276.2,AP005899.1
5564,LINC01488,AC007611.1,AC021698.1,AL357079.1,AC048382.1,UBE3D,SLC26A3,TDG,RAD51C,NUP155,F8A3,NEU3,INKA2
5565,AP000439.2,METTL13,ANO3,SPATA41,AL512598.1,PHF11,SPACA5,TAF4,NOC3L,ATF3,H2AFB3,PIGF,AC097461.1
5566,AP000439.4,PSMC3,MUC15,AC012636.1,LINC01144,SELENOS,AC002480.4,UQCC3,PLA2G4A,HAUS8,KCNQ1-AS1,C19orf12,LILRB5
5567,SHANK2-AS3,ZNF408,SLC5A12,SOX7,AL390208.1,MRPL54,AC084048.1,LRP3,MIGA1,DNAJC11,BX571846.1,SGMS2,FAM81A
5568,AL596257.1,SCAMP3,PGA4,AC055822.1,PXT1,ZNF582,AC125494.3,SLC18B1,TXNDC11,DDX39A,WASIR1,NIPAL3,CR786580.1
5569,LY6G6E,WDR5,FIBIN,CEP72,AP001160.2,PCED1B,AC098679.1,CKS2,HINFP,WDR83,AC144568.2,CD320,PCDHGA5
5570,AP000812.4,TM2D3,AP000777.1,PRDX4,MGP,FKBP1B,RXFP1,IBTK,MED1,AC083880.1,OR4F21,CHMP1A,AC141586.3
5571,AP003785.1,MED24,BBOX1,FP565260.1,HCFC1-AS1,TEFM,AC121161.2,SSSCA1,ANGEL2,R3HCC1L,AC004908.1,INTS6L,AC009414.2
5572,AP002892.1,AL021707.6,AP003721.2,UTP18,AP003392.5,GSDMB,AC002480.3,AC132192.2,HSPA2,MOCS2,AC136777.1,BORCS8,TPPP
5573,AL049536.1,SLC35B3,AC100771.2,TTC27,CFAP53,ETV7,AC002480.2,SEH1L,NMNAT1,AC020916.1,AC083964.1,PICK1,SIGLEC6
5574,AP000593.3,PSPN,LINC00678,AP003696.1,AC011451.1,ULK4,ZNF630-AS1,SAMD1,PDZD8,MED7,TH,GLYCTK,DIAPH3
5575,LINC01149,SUPT16H,BDNF,TUSC2,LIX1L-AS1,SLC35E2A,AL031584.2,OSBP,SMIM13,SYS1,INS,COASY,SOD1
5576,ATP6V1G2-DDX39B,GFM2,AC090159.1,AC099522.2,ATAD3C,POP1,SPACA5B,ATXN7L1,RABGAP1L,TAF5L,IGF2-AS,EXOSC9,FAM222B
5577,FOLR1,SCAMP4,AC013714.1,LIX1L-AS1,TRIM46,AP004609.3,SSX5,HES4,KLHL20,ZUP1,INS-IGF2,SRGAP2C,HADHA
5578,AL050402.1,COX7C,AC100773.1,C8orf88,TOMM20,UCK1,SSX1,TDP2,USP6NL,API5,IGF2,COG6,LETM2
5579,AL133456.1,FAM177A1,AC090833.1,DEPDC7,KLHL26,ZBTB20-AS2,AL606490.3,XPO5,LIX1L,TRAF3,IGF2,MRPL23,ANAPC15
5580,AL121885.2,PROSER1,AC090791.1,CSRP2,PGRMC2,C19orf73,C4orf45,SOCS7,EHF,LGALS8,AC100797.4,DNMT1,RTN4IP1
5581,AP000812.5,UGDH,AP000777.2,NUPR2,TAF15,ZNF530,AC006064.6,MLST8,GALNT2,SEPT6,MRPL23-AS1,CTCF,TCEANC
5582,LY6G6F-LY6G6D,PDE7B,AL137804.1,SLC7A11,ZDHHC12,AL353759.1,AC000058.1,HIPK2,PPP1R16A,ASH1L-AS1,AC026950.2,UTP25,CDKL5
5583,AL662899.2,CLNS1A,AL035078.4,PRPF39,FUT8-AS1,EPS8L1,C1QTNF9-AS1,GLB1L,MRFAP1L1,DDX24,AC129915.3,ALOX5AP,AC015936.1
5584,DEFB131B,METTL2B,AL035078.1,CRADD,SRSF1,ZNF823,DOCK4-AS1,TBC1D23,PDHX,C18orf21,LINC01150,THOC5,ATP2A1-AS1
5585,AL121885.3,SMIM30,AC087783.1,FZD8,UCKL1-AS1,WDR33,AC093817.1,CXXC1,ERCC6,SPATA13,AC079054.1,C18orf32,CDKN2AIPNL
5586,DEFB108B,INAFM1,OR9Q2,ZCCHC7,FCGR3B,BTBD9,LINC02498,PPP2R2D,ZBTB43,MAP3K7CL,AF287957.1,CCDC71L,TRAPPC4
5587,AL121885.1,ABHD4,OR9I1,CUBN,AC022382.1,TGFB3,LINC02433,ITGAV,CCDC91,TANGO6,AC027804.1,PSMD10,PIBF1
5588,AP003498.1,CIC,AP004247.2,AC108866.1,DNAJC28,AMOTL1,LINC01186,FAM234A,TICAM1,CPSF4,SCGB1C1,RFX3,KPNB1
5589,KRTAP5-11,USF3,OR6Q1,CDK5RAP1,SLC4A1,AC021242.3,AC006026.3,ST3GAL2,TMEM150A,RNF121,DEFB103A,ELK4,PIGBOS1
5590,KRTAP5-10,SPATA5L1,OR9Q1,AL031055.1,TMEM45A,OR2A25,AC107208.1,SEC11C,DTYMK,MON2,DEFB4A,AC025159.1,HCFC1
5591,KRTAP5-9,AC092747.4,AC113192.1,AC087623.3,TMEM236,AC026471.2,C1QTNF9B,C9orf64,UXS1,FARSA,ZNF705B,NOB1,AC008429.1
5592,AL662899.1,OGG1,AC113192.2,SH2D4A,SNRK-AS1,AC246785.3,AC004112.1,ESF1,NDE1,C5orf24,FAM66E,CHPT1,RANGRF
5593,ZFP57,SULT1A3,AP001931.1,AL049840.1,AC103957.2,COX6B2,ASIC5,MBNL3,ABCB8,AC073611.1,USP17L8,INF2,LINC02076
5594,MOG,SARS,AC132216.1,AC092910.3,ISL2,LGALS8-AS1,TDO2,AC244090.1,VTI1A,WDR77,IFITM5,NSUN6,RPA3
5595,AP001189.3,YIPF2,TMX2-CTNND1,FAM122A,ZNF843,C17orf107,AC096736.3,ECHDC3,MRPS31,ISG20L2,USP17L3,FUBP3,MRPS18C
5596,OR2H2,AL353135.1,AL137224.1,AC008906.1,AC113404.1,THOC7,LINC02272,DHX32,BET1L,RBM33,AC068020.1,VBP1,ZNF677
5597,AP000756.1,AC132872.3,AL133330.2,ZSCAN30,BABAM2,ABTB2,AC096736.2,IL1RAP,RBM48,DCLRE1B,AC103957.1,DGCR6L,LINC00513
5598,AL022332.1,MTF2,OR4D11,MRPS14,HEMK1,AL121845.1,LINC01545,C9orf85,FEM1B,EBP,AC114550.2,UQCC3,AC008957.1
5599,AL021997.3,TMEM14B,AC090625.2,TRMT2B,DCTN2,C19orf44,AC096736.1,GMDS,PAF1,BRWD3,AC114550.3,BLCAP,LIME1
5600,GJA9,PDE12,PAMR1,TMEM201,NAPG,AC103736.1,AC092608.1,MANBAL,EMP1,TTN-AS1,AC087269.1,RALGAPA1,AL133371.2
5601,AP003059.2,AC135507.1,AL135934.1,DHCR7,SH3PXD2A,TNKS1BP1,AL445985.1,MED23,TMEM245,MAPK3,AC022784.8,ZNF384,AC007292.1
5602,LINC01343,ZNF195,FJX1,ALKBH2,DIDO1,TRPV1,GLRB,SRFBP1,PRADC1,MUTYH,AP006621.2,C15orf61,AC022167.3
5603,AP001831.1,ZBED3-AS1,AP002893.1,ST6GALNAC4,PRC1,FAM86B1,GRIA2,EIF4E,SAAL1,ZSWIM9,AC069287.3,SLFN12,ECM1
5604,IGLVIVOR22-1,AL355488.1,AL138812.1,DDX60,ZC3H18,C2orf49,AC079760.1,MIA3,CDS2,ECSIT,AC069287.1,ARL11,LINC00843
5605,AL139158.3,SPATA2L,AC090692.1,PPP1R3B,ARL6IP1,MRPL24,AC018464.1,TTLL12,COQ8A,RETN,AL954642.1,NLRC4,AC141424.1
5606,AP003097.2,GID4,AC087277.1,PKMYT1,C2orf48,CASP8AP2,PPP1R2C,BRCC3,TRIM56,KDM4C,AC022784.2,AC027644.3,AF131216.4
5607,GPX6,CUL7,PRG2,SCRG1,MYCBP,E2F5,ZNF705A,GPAT3,ELK4,FASTKD2,AL772363.1,SNRNP25,AC211486.5
5608,AP003128.1,TMEM88,PRG3,BNIP1,CERS5,HDX,AC092611.2,AL442128.2,NIP7,MTHFSD,AC022784.1,ZNF687,TMC3-AS1
5609,CCDC83,ENKD1,P2RX3,TANC2,SAMM50,HSF2,FAM47C,CCAR2,MS4A4E,AZIN1-AS1,AC022784.6,GMPPA,AC067817.2
5610,GPX5,ATG2B,OR1S2,HSF4,GSS,CWC15,PRSS48,STK19,ELP2,LRP10,AC022784.4,PLEKHA3,AC007378.1
5611,ZBED9,C11orf24,OR1S1,LINC02482,PSIP1,RNF44,LINC01182,AIFM3,MADD,PROSER1,AC021736.1,S100PBP,STXBP6
5612,AL139158.2,EPHB3,OR10Q1,AL080317.2,EXOSC3,E4F1,AC004080.2,DHTKD1,ZUP1,GIN1,AC021242.2,UXS1,LINC01481
5613,LINC00533,ABCC5,OR10W1,ACAD11,CENPL,ITCH,AF241726.2,AL669831.5,CSNK1E,AGPAT5,ENTPD8,ERN1,BEND4
5614,AL929472.3,GPR160,OR4D10,CFAP70,C4orf3,IGHMBP2,FAM160A1-DT,ZBTB43,KLF9,MAN2B1,AC104964.2,STAG1,CCER2
5615,AP000857.2,PARP10,OR4D6,AL121601.1,PPP2R3C,POMT1,HOXA11-AS,ZFAND2A,FBXO38,B4GALT3,AC136475.4,MPHOSPH9,AC127024.6
5616,AL022329.3,C8orf76,OR5A1,KLHL20,DNAL4,ARCN1,HOXA11,CLK2,COIL,MATR3,SPAG11A,DGKQ,HELQ
5617,AP002370.2,SPATA2,AL035078.3,TRAF3IP2-AS1,RPL21,SHISAL2A,AL121578.3,SP2,PIK3R6,EML2,DEFB104A,CLTCL1,DDX31
5618,Z98949.1,PPARD,AL078612.2,PTCD2,PRIMPOL,SLC25A23,LINC02270,ANGEL1,MMAB,AL445524.1,DEFB106A,SNAPC2,PSME3
5619,LINC01623,TNPO1,WT1,SRSF5,ZW10,MADD,HYPM,OXLD1,ALKBH3,TOMM7,XKR5,LMBRD1,AC079922.2
5620,AP005436.3,CUL2,KIAA1549L,EXOC2,FMN1,DCTN6,SYTL5,TTLL4,GAS2L3,FSD1L,AF233439.1,CUL4A,RCHY1
5621,AP005436.1,PDHA1,AL049629.1,METRN,PROSER3,FAM193A,AC107074.1,PICK1,TGIF2,VPS39,DEFB1,ARFGEF2,TWF1
5622,AP005436.2,AC006064.4,AP001652.1,TCAF1,FZD6,HLA-G,AC004080.3,PDCD4,ZNF33B,CCDC24,AP006621.4,RRNAD1,UBFD1
5623,TRIM49C,IFT122,GLYATL1,HELQ,AC104958.2,TRIM5,AL606748.1,CSNK2A2,NEK6,CIAPIN1,DEFA6,DCUN1D4,AC124068.2
5624,MTNR1B,PHF5A,GLYATL2,ZNF426,ALS2CR12,SMARCC2,OTC,DDX55,HBS1L,TERF1,AF233439.2,NLK,EPC1
5625,AP003171.1,IPO5,GLYAT,RAD54L,KLHL25,HHLA3,AC112242.1,MALSU1,PPM1D,MED15,DEFA4,NSUN2,PIKFYVE
5626,AP003171.3,NDUFA6,AL049629.2,COX7A2L,ZNF16,LYRM7,AC097375.2,SLC38A9,KANSL1,GNPTAB,DEFA1,DCAF15,C12orf29
5627,AP003718.1,ANKRD40,C11orf91,RAB33B,CXXC1,ZNF408,AL606516.1,NAGPA,UBALD1,FANCL,DEFA1B,IKZF5,DGKQ
5628,AP000722.1,AL353719.1,ZFP91-CNTF,SSSCA1,FAM19A1,ANGEL2,KLRF2,HAUS1,VAPB,AKIP1,DEFA3,MRPL17,PLEKHG2
5629,FAT3,PIGF,AC113192.5,HIST1H2BO,RAB38,FAM200A,CLEC2A,STK16,USP46,CCS,DEFA5,COX15,AC005726.1
5630,AP003028.1,ZNF888,AC113192.4,HSD17B7,PLK4,PSMA2,CFAP47,ITGB1BP1,PPP1R12B,LTV1,USP17L4,EMD,AL133245.1
5631,AP003386.1,TBC1D24,OR5B21,MIGA2,SGSM1,HUWE1,AC108156.1,PUM3,PLCB3,AAR2,ZNF705G,RPE,CDC26
5632,OR2B2,SDSL,AP003557.1,APOO,TMEM52,OGG1,HOXA13,NCDN,CAPN10,NAT1,DEFB4B,MAFF,TAT-AS1
5633,UBTFL1,FECH,OR5B12,CEP126,AL031316.1,CENPV,DMD-AS3,AAR2,HIST2H2AC,CCZ1B,DEFB103B,KLHL36,LINC01554
5634,TRIM64,DDX59,OR5B2,HDDC2,TMEM87A,GIN1,AL591501.1,COX15,TNFSF12,PALM,SPAG11B,ARHGEF7,GARNL3
5635,Z99916.3,C7orf43,OR5B3,AC021151.1,SLK,ACOT13,LINC02430,TERF2,MPHOSPH9,RBSN,DEFB104B,HPS5,HAP1
5636,TRIM49D2,HEATR6,OR5B17,AL049597.2,ZNF850,ABCF3,LINC02355,ZCCHC9,GDI1,MTHFD2L,AC137894.1,MTA2,AL137779.2
5637,TRIM49D1,SAP18,ALDH3B2,DHRS4-AS1,AL020996.1,HIST1H4E,AC002064.2,SAR1B,TWF1,SMIM26,DEFB106B,AGPAT4,AC092757.3
5638,TRIM64B,TCAF1,TH,MCF2L,SPRY2,AC020765.2,IQCM,ORMDL2,TMEM51,PROCA1,DEFB105B,AMPD3,AKAP6
5639,TRIM49,ADHFE1,INS,MARCH6,AREG,RNPC3,AC093893.1,HDGFL2,TGS1,SCAMP1,DEFB107B,LZTR1,ZNF233
5640,AP003122.2,ANKRD22,MORN5,MSH6,DAZAP1,POLB,AC024224.2,ARL1,VEZT,TXNDC11,PRR23D1,SLC25A53,AP001107.2
5641,TRIM77,FOXJ3,AC006288.1,HAGHL,KCTD9,AL139011.1,LINC01392,ZNF518B,MPRIP,AL358933.1,PRR23D2,SH2D1A,RIPOR3
5642,AP003400.1,CTDSPL2,LINC01613,SYS1,SERPINH1,AC239868.2,FAM47A,FAM189B,MFSD3,TP53INP2,DEFB107A,RNF44,AC005498.3
5643,TYR,ABCF2,AL441989.1,NUP107,DEPDC5,PLCL2,AL592043.1,MRPL30,PDCD11,C8orf76,DEFB105A,TESPA1,AC073283.1
5644,GRM5,STYX,GRIA4,FAM177A1,SLC4A1AP,RN7SL832P,AC105343.1,PSMD9,ASGR1,ABCA1,FAM223B,GTPBP3,FPGT-TNNI3K
5645,GRM5-AS1,DUSP28,AP003181.1,NRBP2,CERS2,PRKAR1B,TMEM47,FNDC3A,ADO,NAA50,AC108448.1,LIMS1,AC067747.1
5646,AP000873.3,TBC1D22B,CARD18,NKIRAS1,NCBP2,FAM219A,FAM47B,SETD1B,ZBTB18,BUB3,MRGPRG,PBXIP1,LINC02087
5647,LINC01556,PPP1R8,AL357936.1,ZNF430,AL358472.4,GTF2E1,MAGEB16,HAL,SRF,AL356488.3,OR52E4,SLC20A2,GINS1
5648,Z98949.3,AC110285.6,TTLL11-IT1,RPF1,AMER1,AP002433.1,AC079340.1,RBAK,NDRG3,GRPEL2,AC068733.3,SRP68,MCM3AP
5649,GDPD4,AL355001.2,LINC02552,ERVK3-1,HSF2,LINC01063,LINC01072,PNN,JADE1,FRS2,MAGEA6,POLDIP3,GTF3C2
5650,OR2J2,PLK2,DDI1,KTI12,TERF2,AC004492.1,AC006581.1,TMCO4,NSUN4,FUBP3,CNGA4,ESF1,STYXL1
5651,OR14J1,CYP2S1,AP003043.1,NDUFAF4,SFXN2,MSANTD1,AC006581.2,TMEM18,FO393401.1,TPK1,C11orf42,MIF,DNASE1
5652,OR5V1,PIGZ,AP002989.1,NDUFA12,AL358852.1,AL512770.1,AC091705.1,NUDT5,LDAH,NUS1,OR52W1,GBA,URB1
5653,OR12D3,NAIF1,GUCY1A2,PIDD1,AC104596.1,RHOXF1,A2ML1,CFAP298,ABHD15,WDR48,OR56B4,CCDC186,AC022098.1
5654,OR12D2,TRAM2,LHX6,ZNF10,LINC00235,ECT2L,AC003985.2,WDR47,SLC35A2,CLCN5,MAGEA1,TTL,PRMT5
5655,OR11A1,TERF2,AL359636.3,MFSD8,ZNF442,C10orf105,A2ML1-AS2,MAP3K4,PITPNM1,DCUN1D5,OR56A4,DDX54,AC008741.2
5656,AL080273.1,TIGAR,MMP13,DMPK,CFAP54,AC093726.2,A2ML1-AS1,SLC2A9,CLK2,OLA1,OR52L1,RING1,DHDDS
5657,OR10C1,PELO,MMP12,ROMO1,BACH1-IT2,TJP2,AC003985.1,ZNF322,YKT6,IRF2BP2,OR56A5,USP9Y,CASP10
5658,OR2H1,NDOR1,MMP3,AC135050.1,LINC01644,AL162586.1,NYX,UTP15,FAM135A,AL590648.3,OR56A3,FSTL3,NTPCR
5659,MAS1L,LRRC37A2,MMP1,ATG9A,NPIPA5,AC005540.1,AC092490.2,POLR1C,SLC44A1,GSK3B,OR52E5,SMIM15,ZNF460
5660,AL662860.1,NF1,MMP10,FAM171A2,AL021707.1,AC009120.5,FBXW7-AS1,WDPCP,SMURF2,KLHDC7B,OR52E8,WRNIP1,ZFP1
5661,NDUFC2-KCTD14,NXT2,MMP8,SPAG8,AC008040.1,ZSCAN31,NPVF,ERCC6L2,RTL8A,NIP7,MRGPRG-AS1,TMEM256,SLMAP
5662,OMP,IL10,MMP27,ADGRF3,AC107982.3,CHADL,AC093599.1,CDC42EP1,CNOT11,CEP295NL,OR52E6,VIM-AS1,PABPC1L
5663,AL353604.1,C1orf127,AP000851.2,KHDC1,OVCH1-AS1,AC004771.1,FAM237B,AMMECR1L,KIAA1191,U2AF1L4,OR52N2,MAK16,ZNHIT2
5664,LINC01015,LINC00671,AP000851.1,AC138028.1,AC087482.1,AC006252.1,AL133329.1,MYCBP,RFX7,MUL1,AC236972.3,FRA10AC1,ZNF337
5665,AP002498.1,FKBP9,AP001001.2,AL596202.1,C10orf25,CPEB1,AC020703.1,EGR3,NUP58,MAST2,OR52N5,EEF1AKMT2,HPF1
5666,OR2I1P,TNFAIP6,BRINP1,ZBED6CL,SMC3,FAM57A,Z93403.1,PPRC1,FAH,ITPK1-AS1,PNMA6F,DCAF10,HIC2
5667,AP003119.2,CASP3,TEX48,CTRL,LRRC34,DDX11-AS1,SFRP2,OAT,SBNO2,BATF2,PNMA6E,MED25,AC016831.1
5668,TSKU,ZBTB44,AP003049.2,SCOC-AS1,ACTR3B,SH3D19,LINC01046,LONRF1,SLC9A9,GOLIM4,TREX2,MAGED2,BLZF1
5669,AP003119.1,ZSWIM1,AL162425.1,GOLGA7,CENPF,TRAPPC12-AS1,KIAA0087,PITPNB,CACNA2D4,ERLIN1,TRIM6-TRIM34,RNF11,SZT2
5670,AP001189.4,SLC4A8,C11orf53,LY6G5B,NCBP2-AS2,TLN2,MPC1L,BIN3,ZMYM3,FAM110B,OR52B6,ZBTB24,PNRC2
5671,UBD,FAM76A,DEC1,PKN3,AMDHD2,ZNF23,AC080078.1,CRKL,HOXB2,EMC10,DUSP9,CYREN,NBPF9
5672,AP003032.2,RMDN2,AP003973.2,PEX5,KIF1BP,AC006160.1,PPP1R3A,ANKHD1,CASP6,SPATA20,PNCK,TMEM140,FNBP1
5673,AP003032.1,FKRP,AL355601.1,MTFR1,KMT2E,AC025031.4,AC002064.1,FAM213B,TPCN2,BRD1,UBQLN3,PBDC1,RNF114
